137.239.0.0,137.239.191.255,hosting,US 
137.239.192.0,137.239.192.171,isp,US 
137.239.192.172,137.239.192.173,business,US 
137.239.192.174,137.239.192.207,isp,US 
137.239.192.208,137.239.192.223,business,US 
137.239.192.224,137.239.195.63,isp,US 
137.239.195.64,137.239.195.127,business,US 
137.239.195.128,137.239.196.33,isp,US 
137.239.196.34,137.239.196.35,business,US 
137.239.196.36,137.239.196.47,isp,US 
137.239.196.48,137.239.196.63,business,US 
137.239.196.64,137.239.197.255,isp,US 
137.239.198.0,137.239.198.255,business,US 
137.239.199.0,137.239.206.45,isp,US 
137.239.206.46,137.239.206.47,business,US 
137.239.206.48,137.239.206.71,isp,US 
137.239.206.72,137.239.206.79,business,US 
137.239.206.80,137.239.255.255,isp,US 
