216.194.0.0,216.194.10.17,hosting,US 
216.194.10.18,216.194.10.18,business,US 
216.194.10.19,216.194.29.177,hosting,US 
216.194.29.178,216.194.29.178,business,US 
216.194.29.179,216.194.63.255,hosting,US 
216.194.64.0,216.194.79.255,hosting,CA 
216.194.80.0,216.194.111.255,hosting,US 
216.194.112.0,216.194.113.255,business,US 
216.194.114.0,216.194.115.159,hosting,US 
216.194.115.160,216.194.115.167,business,US 
216.194.115.168,216.194.115.247,hosting,US 
216.194.115.248,216.194.115.255,business,US 
216.194.116.0,216.194.117.143,hosting,US 
216.194.117.144,216.194.117.159,business,US 
216.194.117.160,216.194.117.175,hosting,US 
216.194.117.176,216.194.117.191,business,US 
216.194.117.192,216.194.117.239,hosting,US 
216.194.117.240,216.194.118.255,business,US 
216.194.119.0,216.194.119.63,hosting,US 
216.194.119.64,216.194.120.95,business,US 
216.194.120.96,216.194.120.127,hosting,US 
216.194.120.128,216.194.120.255,business,US 
216.194.121.0,216.194.122.95,hosting,US 
216.194.122.96,216.194.122.127,business,US 
216.194.122.128,216.194.122.239,hosting,US 
216.194.122.240,216.194.122.255,business,US 
216.194.123.0,216.194.123.111,hosting,US 
216.194.123.112,216.194.123.127,business,US 
216.194.123.128,216.194.123.255,hosting,US 
216.194.124.0,216.194.124.15,business,US 
216.194.124.16,216.194.124.31,hosting,US 
216.194.124.32,216.194.124.63,business,US 
216.194.124.64,216.194.124.79,hosting,US 
216.194.124.80,216.194.124.95,business,US 
216.194.124.96,216.194.124.111,education,US 
216.194.124.112,216.194.124.143,hosting,US 
216.194.124.144,216.194.124.175,business,US 
216.194.124.176,216.194.124.183,hosting,US 
216.194.124.184,216.194.124.223,business,US 
216.194.124.224,216.194.124.231,hosting,US 
216.194.124.232,216.194.125.63,business,US 
216.194.125.64,216.194.125.71,hosting,US 
216.194.125.72,216.194.125.255,business,US 
216.194.126.0,216.194.126.63,hosting,US 
216.194.126.64,216.194.126.191,business,US 
216.194.126.192,216.194.126.215,hosting,US 
216.194.126.216,216.194.126.223,business,US 
216.194.126.224,216.194.126.239,hosting,US 
216.194.126.240,216.194.127.79,business,US 
216.194.127.80,216.194.127.87,hosting,US 
216.194.127.88,216.194.127.95,business,US 
216.194.127.96,216.194.127.127,hosting,US 
216.194.127.128,216.194.127.175,business,US 
216.194.127.176,216.194.127.183,hosting,US 
216.194.127.184,216.194.127.223,business,US 
216.194.127.224,216.194.127.255,hosting,US 
216.194.128.0,216.194.131.255,business,AR 
216.194.132.0,216.194.133.255,business,BR 
216.194.134.0,216.194.134.255,business,AR 
216.194.135.0,216.194.135.255,business,BR 
216.194.136.0,216.194.139.255,isp,MX 
216.194.140.0,216.194.141.255,business,PE 
216.194.142.0,216.194.143.255,isp,US 
216.194.144.0,216.194.159.255,business,US 
216.194.160.0,216.194.175.255,hosting,US 
216.194.176.0,216.194.191.255,business,US 
216.194.192.0,216.194.255.255,hosting,US 
