216.180.0.0,216.180.31.255,isp,US 
216.180.32.0,216.180.63.255,business,US 
216.180.64.0,216.180.79.255,isp,CA 
216.180.80.0,216.180.95.255,isp,US 
216.180.96.0,216.180.103.255,isp,CA 
216.180.104.0,216.180.104.255,hosting,DE 
216.180.105.0,216.180.105.255,hosting,US 
216.180.106.0,216.180.108.255,business,US 
216.180.109.0,216.180.109.255,hosting,US 
216.180.110.0,216.180.112.255,business,US 
216.180.113.0,216.180.113.255,business,CA 
216.180.114.0,216.180.115.255,isp,US 
216.180.116.0,216.180.119.255,isp,CA 
216.180.128.0,216.180.143.255,hosting,US 
216.180.144.0,216.180.151.255,business,US 
216.180.152.0,216.180.155.255,hosting,US 
216.180.156.0,216.180.160.4,isp,US 
216.180.160.5,216.180.160.7,hosting,US 
216.180.160.8,216.180.160.15,isp,US 
216.180.160.16,216.180.160.39,hosting,US 
216.180.160.40,216.180.160.63,isp,US 
216.180.160.64,216.180.160.131,hosting,US 
216.180.160.132,216.180.160.135,business,US 
216.180.160.136,216.180.160.143,isp,US 
216.180.160.144,216.180.160.255,hosting,US 
216.180.161.0,216.180.161.16,business,US 
216.180.161.17,216.180.161.255,hosting,US 
216.180.162.0,216.180.163.3,isp,US 
216.180.163.4,216.180.163.63,hosting,US 
216.180.163.64,216.180.163.255,isp,US 
216.180.164.0,216.180.164.3,hosting,US 
216.180.164.4,216.180.164.4,isp,US 
216.180.164.5,216.180.164.19,hosting,US 
216.180.164.20,216.180.164.23,isp,US 
216.180.164.24,216.180.167.255,hosting,US 
216.180.168.0,216.180.169.127,isp,US 
216.180.169.128,216.180.172.0,hosting,US 
216.180.172.1,216.180.172.9,isp,US 
216.180.172.10,216.180.175.147,hosting,US 
216.180.175.148,216.180.175.151,isp,US 
216.180.175.152,216.180.175.255,hosting,US 
216.180.176.0,216.180.191.255,isp,US 
216.180.192.0,216.180.195.79,business,US 
216.180.195.80,216.180.195.87,isp,US 
216.180.195.88,216.180.195.167,business,US 
216.180.195.168,216.180.195.191,isp,US 
216.180.195.192,216.180.195.223,business,US 
216.180.195.224,216.180.195.231,isp,US 
216.180.195.232,216.180.195.239,business,US 
216.180.195.240,216.180.195.247,isp,US 
216.180.195.248,216.180.209.63,business,US 
216.180.209.64,216.180.209.95,education,US 
216.180.209.96,216.180.209.111,business,US 
216.180.209.112,216.180.209.119,isp,US 
216.180.209.120,216.180.209.159,business,US 
216.180.209.160,216.180.209.191,isp,US 
216.180.209.192,216.180.209.247,business,US 
216.180.209.248,216.180.209.255,isp,US 
216.180.210.0,216.180.213.183,business,US 
216.180.213.184,216.180.213.191,isp,US 
216.180.213.192,216.180.213.199,business,US 
216.180.213.200,216.180.213.207,isp,US 
216.180.213.208,216.180.223.255,business,US 
216.180.224.0,216.180.239.255,hosting,VG 
216.180.240.0,216.180.241.255,business,CA 
216.180.242.0,216.180.247.255,hosting,US 
216.180.248.0,216.180.248.255,business,US 
216.180.249.0,216.180.255.255,hosting,US 
