209.164.0.0,209.164.63.255,hosting,US 
209.164.64.0,209.164.76.68,business,US 
209.164.76.69,209.164.76.69,isp,US 
209.164.76.70,209.164.82.236,business,US 
209.164.82.237,209.164.82.237,isp,US 
209.164.82.238,209.164.88.102,business,US 
209.164.88.103,209.164.88.103,isp,US 
209.164.88.104,209.164.94.28,business,US 
209.164.94.29,209.164.94.29,isp,US 
209.164.94.30,209.164.100.227,business,US 
209.164.100.228,209.164.100.228,isp,US 
209.164.100.229,209.164.127.255,business,US 
209.164.128.0,209.164.143.255,isp,US 
209.164.144.0,209.164.145.255,business,US 
209.164.146.0,209.164.147.255,isp,US 
209.164.148.0,209.164.156.47,business,US 
209.164.156.48,209.164.156.79,isp,US 
209.164.156.80,209.164.157.255,business,US 
209.164.158.0,209.164.159.255,isp,US 
209.164.160.0,209.164.162.255,business,US 
209.164.163.0,209.164.163.15,isp,US 
209.164.163.16,209.164.163.23,business,US 
209.164.163.24,209.164.163.255,isp,US 
209.164.164.0,209.164.167.255,business,US 
209.164.168.0,209.164.169.255,isp,US 
209.164.170.0,209.164.171.255,business,US 
209.164.172.0,209.164.173.255,isp,US 
209.164.174.0,209.164.175.255,business,US 
209.164.176.0,209.164.183.255,isp,US 
209.164.184.0,209.164.191.255,isp,GU 
209.164.192.0,209.164.223.255,business,US 
209.164.224.0,209.165.6.255,isp,US 
