71.173.128.64,71.173.128.79,business,US 
71.173.128.80,71.173.128.87,isp,US 
71.173.128.88,71.173.128.119,business,US 
71.173.128.120,71.173.128.151,isp,US 
71.173.128.152,71.173.128.159,business,US 
71.173.128.160,71.173.128.175,education,US 
71.173.128.176,71.173.128.207,isp,US 
71.173.128.208,71.173.128.231,business,US 
71.173.128.232,71.173.142.23,isp,US 
71.173.142.24,71.173.142.31,business,US 
71.173.142.32,71.173.142.71,isp,US 
71.173.142.72,71.173.142.87,business,US 
71.173.142.88,71.173.150.7,isp,US 
71.173.150.8,71.173.150.15,business,US 
71.173.150.16,71.173.211.95,isp,US 
71.173.211.96,71.173.211.127,business,US 
71.173.211.128,71.174.50.7,isp,US 
