212.118.0.0,212.118.31.255,isp,JO,AS9038 
212.118.32.0,212.118.34.255,isp,RU,AS25308 
212.118.35.0,212.118.35.255,business,RU,AS34139 
212.118.36.0,212.118.37.255,hosting,NL,AS216071 
212.118.38.0,212.118.38.255,business,NL,AS216071 
212.118.39.0,212.118.39.255,hosting,NL,AS216071 
212.118.40.0,212.118.40.255,business,NL,AS216071 
212.118.41.0,212.118.42.255,hosting,NL,AS216071 
212.118.43.0,212.118.43.255,business,NL,AS216071 
212.118.44.0,212.118.47.255,isp,RU,AS25308 
212.118.48.0,212.118.48.255,isp,RU,AS204076 
212.118.49.0,212.118.51.255,isp,RU,AS25308 
212.118.52.0,212.118.52.255,business,NL,AS216071 
212.118.53.0,212.118.53.255,hosting,NL,AS216071 
212.118.54.0,212.118.55.255,business,NL,AS216071 
212.118.56.0,212.118.56.255,isp,RU,AS25308 
212.118.57.0,212.118.57.255,business,ES, 
212.118.58.0,212.118.59.255,business,ES,AS29119 
212.118.60.0,212.118.60.255,isp,RU,AS25308 
212.118.61.0,212.118.61.0,business,ES,AS29119 
212.118.61.1,212.118.61.255,isp,ES,AS29119 
212.118.62.0,212.118.63.255,isp,RU,AS25308 
212.118.64.0,212.118.72.255,hosting,SI,AS6764 
212.118.73.0,212.118.73.31,business,SI,AS6764 
212.118.73.32,212.118.95.255,hosting,SI,AS6764 
212.118.96.0,212.118.102.159,isp,SA,AS34397 
212.118.102.160,212.118.102.175,business,SA,AS34397 
212.118.102.176,212.118.102.207,isp,SA,AS34397 
212.118.102.208,212.118.102.215,business,SA,AS34397 
212.118.102.216,212.118.103.47,isp,SA,AS34397 
212.118.103.48,212.118.103.55,business,SA,AS34397 
212.118.103.56,212.118.103.63,isp,SA,AS34397 
212.118.103.64,212.118.103.95,business,SA,AS34397 
212.118.103.96,212.118.103.255,isp,SA,AS34397 
212.118.104.0,212.118.104.15,business,SA,AS34397 
212.118.104.16,212.118.104.255,isp,SA,AS34397 
212.118.105.0,212.118.105.255,business,SA,AS34397 
212.118.106.0,212.118.127.255,isp,SA,AS34397 
212.118.128.0,212.118.131.255,isp,SA,AS25019 
212.118.132.0,212.118.137.255,business,SA,AS25019 
212.118.138.0,212.118.159.255,isp,SA,AS25019 
212.118.160.0,212.118.164.31,hosting,DE,AS12374 
212.118.164.32,212.118.164.39,business,DE,AS12374 
212.118.164.40,212.118.164.47,hosting,DE,AS12374 
212.118.164.48,212.118.164.103,business,DE,AS12374 
212.118.164.104,212.118.164.191,hosting,DE,AS12374 
212.118.164.192,212.118.164.255,business,DE,AS12374 
212.118.165.0,212.118.166.63,hosting,DE,AS12374 
212.118.166.64,212.118.166.67,business,DE,AS12374 
212.118.166.68,212.118.166.79,hosting,DE,AS12374 
212.118.166.80,212.118.166.95,business,DE,AS12374 
212.118.166.96,212.118.167.255,hosting,DE,AS12374 
212.118.168.0,212.118.168.63,business,DE,AS12374 
212.118.168.64,212.118.191.255,hosting,DE,AS12374 
212.118.192.0,212.118.192.255,hosting,DE,AS12886 
212.118.193.0,212.118.193.79,business,DE,AS12886 
212.118.193.80,212.118.193.87,hosting,DE,AS12886 
212.118.193.88,212.118.193.119,business,DE,AS12886 
212.118.193.120,212.118.193.127,hosting,DE,AS12886 
212.118.193.128,212.118.193.159,business,DE,AS12886 
212.118.193.160,212.118.193.175,hosting,DE,AS12886 
212.118.193.176,212.118.193.191,business,DE,AS12886 
212.118.193.192,212.118.193.223,hosting,DE,AS12886 
212.118.193.224,212.118.193.255,business,DE,AS12886 
212.118.194.0,212.118.195.255,hosting,DE,AS12886 
212.118.196.0,212.118.196.31,business,DE,AS12886 
212.118.196.32,212.118.196.39,hosting,DE,AS12886 
212.118.196.40,212.118.196.103,business,DE,AS12886 
212.118.196.104,212.118.196.111,hosting,DE,AS12886 
212.118.196.112,212.118.196.143,business,DE,AS12886 
212.118.196.144,212.118.196.159,hosting,DE,AS12886 
212.118.196.160,212.118.196.167,business,DE,AS12886 
212.118.196.168,212.118.196.175,hosting,DE,AS12886 
212.118.196.176,212.118.196.255,business,DE,AS12886 
212.118.197.0,212.118.197.255,hosting,DE,AS12886 
212.118.198.0,212.118.198.15,business,DE,AS12886 
212.118.198.16,212.118.198.31,hosting,DE,AS12886 
212.118.198.32,212.118.198.127,business,DE,AS12886 
212.118.198.128,212.118.198.159,hosting,DE,AS12886 
212.118.198.160,212.118.199.255,business,DE,AS12886 
212.118.200.0,212.118.200.255,hosting,DE,AS12886 
212.118.201.0,212.118.201.15,business,DE,AS12886 
212.118.201.16,212.118.201.23,hosting,DE,AS12886 
212.118.201.24,212.118.201.47,business,DE,AS12886 
212.118.201.48,212.118.201.55,hosting,DE,AS12886 
212.118.201.56,212.118.201.175,business,DE,AS12886 
212.118.201.176,212.118.201.183,hosting,DE,AS12886 
212.118.201.184,212.118.201.239,business,DE,AS12886 
212.118.201.240,212.118.201.247,hosting,DE,AS12886 
212.118.201.248,212.118.201.255,business,DE,AS12886 
212.118.202.0,212.118.202.15,hosting,DE,AS12886 
212.118.202.16,212.118.202.47,business,DE,AS12886 
212.118.202.48,212.118.202.79,hosting,DE,AS12886 
212.118.202.80,212.118.203.15,business,DE,AS12886 
212.118.203.16,212.118.203.31,hosting,DE,AS12886 
212.118.203.32,212.118.203.47,business,DE,AS12886 
212.118.203.48,212.118.203.55,hosting,DE,AS12886 
212.118.203.56,212.118.203.111,business,DE,AS12886 
212.118.203.112,212.118.203.119,hosting,DE,AS12886 
212.118.203.120,212.118.203.207,business,DE,AS12886 
212.118.203.208,212.118.203.215,hosting,DE,AS12886 
212.118.203.216,212.118.203.223,business,DE,AS12886 
212.118.203.224,212.118.203.231,hosting,DE,AS12886 
212.118.203.232,212.118.204.63,business,DE,AS12886 
212.118.204.64,212.118.204.79,hosting,DE,AS12886 
212.118.204.80,212.118.204.143,business,DE,AS12886 
212.118.204.144,212.118.204.151,hosting,DE,AS12886 
212.118.204.152,212.118.204.184,business,DE,AS12886 
212.118.204.185,212.118.204.191,hosting,DE,AS12886 
212.118.204.192,212.118.204.255,business,DE,AS12886 
212.118.205.0,212.118.205.7,hosting,DE,AS12886 
212.118.205.8,212.118.205.39,business,DE,AS12886 
212.118.205.40,212.118.205.47,hosting,DE,AS12886 
212.118.205.48,212.118.205.55,business,DE,AS12886 
212.118.205.56,212.118.205.71,hosting,DE,AS12886 
212.118.205.72,212.118.205.95,business,DE,AS12886 
212.118.205.96,212.118.205.103,hosting,DE,AS12886 
212.118.205.104,212.118.205.119,business,DE,AS12886 
212.118.205.120,212.118.205.127,hosting,DE,AS12886 
212.118.205.128,212.118.205.151,business,DE,AS12886 
212.118.205.152,212.118.205.159,hosting,DE,AS12886 
212.118.205.160,212.118.205.167,business,DE,AS12886 
212.118.205.168,212.118.205.175,hosting,DE,AS12886 
212.118.205.176,212.118.205.255,business,DE,AS12886 
212.118.206.0,212.118.207.7,hosting,DE,AS12886 
212.118.207.8,212.118.207.15,business,DE,AS12886 
212.118.207.16,212.118.207.23,hosting,DE,AS12886 
212.118.207.24,212.118.207.31,business,DE,AS12886 
212.118.207.32,212.118.207.39,hosting,DE,AS12886 
212.118.207.40,212.118.207.63,business,DE,AS12886 
212.118.207.64,212.118.207.71,education,DE,AS12886 
212.118.207.72,212.118.207.95,business,DE,AS12886 
212.118.207.96,212.118.207.255,hosting,DE,AS12886 
212.118.208.0,212.118.208.143,business,DE,AS12886 
212.118.208.144,212.118.208.151,hosting,DE,AS12886 
212.118.208.152,212.118.208.183,business,DE,AS12886 
212.118.208.184,212.118.208.191,hosting,DE,AS12886 
212.118.208.192,212.118.209.15,business,DE,AS12886 
212.118.209.16,212.118.209.31,hosting,DE,AS12886 
212.118.209.32,212.118.209.255,business,DE,AS12886 
212.118.210.0,212.118.213.127,hosting,DE,AS12886 
212.118.213.128,212.118.213.191,business,DE,AS12886 
212.118.213.192,212.118.216.7,hosting,DE,AS12886 
212.118.216.8,212.118.216.31,business,DE,AS12886 
212.118.216.32,212.118.216.39,hosting,DE,AS12886 
212.118.216.40,212.118.216.87,business,DE,AS12886 
212.118.216.88,212.118.216.95,hosting,DE,AS12886 
212.118.216.96,212.118.216.127,business,DE,AS12886 
212.118.216.128,212.118.216.135,hosting,DE,AS12886 
212.118.216.136,212.118.216.167,business,DE,AS12886 
212.118.216.168,212.118.216.175,hosting,DE,AS12886 
212.118.216.176,212.118.216.247,business,DE,AS12886 
212.118.216.248,212.118.216.255,hosting,DE,AS12886 
212.118.217.0,212.118.217.127,business,DE,AS12886 
212.118.217.128,212.118.217.143,hosting,DE,AS12886 
212.118.217.144,212.118.217.223,business,DE,AS12886 
212.118.217.224,212.118.218.7,hosting,DE,AS12886 
212.118.218.8,212.118.218.31,business,DE,AS12886 
212.118.218.32,212.118.218.39,hosting,DE,AS12886 
212.118.218.40,212.118.218.71,business,DE,AS12886 
212.118.218.72,212.118.218.79,hosting,DE,AS12886 
212.118.218.80,212.118.218.87,business,DE,AS12886 
212.118.218.88,212.118.218.95,hosting,DE,AS12886 
212.118.218.96,212.118.218.103,business,DE,AS12886 
212.118.218.104,212.118.218.127,hosting,DE,AS12886 
212.118.218.128,212.118.218.135,business,DE,AS12886 
212.118.218.136,212.118.218.151,hosting,DE,AS12886 
212.118.218.152,212.118.218.191,business,DE,AS12886 
212.118.218.192,212.118.218.199,hosting,DE,AS12886 
212.118.218.200,212.118.218.207,business,DE,AS12886 
212.118.218.208,212.118.218.223,hosting,DE,AS12886 
212.118.218.224,212.118.218.239,business,DE,AS12886 
212.118.218.240,212.118.218.247,hosting,DE,AS12886 
212.118.218.248,212.118.219.23,business,DE,AS12886 
212.118.219.24,212.118.219.31,hosting,DE,AS12886 
212.118.219.32,212.118.219.215,business,DE,AS12886 
212.118.219.216,212.118.219.223,hosting,DE,AS12886 
212.118.219.224,212.118.219.247,business,DE,AS12886 
212.118.219.248,212.118.220.255,hosting,DE,AS12886 
212.118.221.0,212.118.221.31,business,DE,AS12886 
212.118.221.32,212.118.221.63,hosting,DE,AS12886 
212.118.221.64,212.118.221.255,business,DE,AS12886 
212.118.222.0,212.118.222.7,hosting,DE,AS12886 
212.118.222.8,212.118.222.47,business,DE,AS12886 
212.118.222.48,212.118.222.63,hosting,DE,AS12886 
212.118.222.64,212.118.222.159,business,DE,AS12886 
212.118.222.160,212.118.222.191,hosting,DE,AS12886 
212.118.222.192,212.118.223.15,business,DE,AS12886 
212.118.223.16,212.118.223.31,hosting,DE,AS12886 
212.118.223.32,212.118.223.87,business,DE,AS12886 
212.118.223.88,212.118.223.95,hosting,DE,AS12886 
212.118.223.96,212.118.223.151,business,DE,AS12886 
212.118.223.152,212.118.223.159,hosting,DE,AS12886 
212.118.223.160,212.118.223.199,business,DE,AS12886 
212.118.223.200,212.118.223.207,hosting,DE,AS12886 
212.118.223.208,212.118.223.247,business,DE,AS12886 
212.118.223.248,212.118.223.255,hosting,DE,AS12886 
212.118.224.0,212.118.224.7,isp,US,AS15570 
212.118.224.8,212.118.224.15,business,CA,AS15570 
212.118.224.16,212.118.224.31,hosting,DE,AS15570 
212.118.224.32,212.118.224.47,business,US,AS15570 
212.118.224.48,212.118.224.63,hosting,DE,AS15570 
212.118.224.64,212.118.224.79,business,US,AS15570 
212.118.224.80,212.118.224.95,hosting,DE,AS15570 
212.118.224.96,212.118.224.127,business,GB,AS15570 
212.118.224.128,212.118.224.143,business,US,AS15570 
212.118.224.144,212.118.224.159,business,GB,AS15570 
212.118.224.160,212.118.224.191,business,US,AS15570 
212.118.224.192,212.118.224.207,business,GB,AS15570 
212.118.224.208,212.118.224.255,business,US,AS15570 
212.118.225.0,212.118.225.255,business,GB,AS15570 
212.118.226.0,212.118.226.127,hosting,DE,AS15570 
212.118.226.128,212.118.226.143,business,GB,AS15570 
212.118.226.144,212.118.226.191,hosting,DE,AS15570 
212.118.226.192,212.118.226.255,business,GB,AS15570 
212.118.227.0,212.118.227.255,hosting,GB,AS32475 
212.118.228.0,212.118.228.255,business,GB,AS15570 
212.118.229.0,212.118.229.7,hosting,US,AS15570 
212.118.229.8,212.118.229.15,hosting,GB,AS15570 
212.118.229.16,212.118.229.23,hosting,US,AS15570 
212.118.229.24,212.118.229.31,hosting,GB,AS15570 
212.118.229.32,212.118.229.63,hosting,US,AS15570 
212.118.229.64,212.118.229.95,hosting,GB,AS15570 
212.118.229.96,212.118.229.127,hosting,US,AS15570 
212.118.229.128,212.118.229.131,hosting,GB,AS15570 
212.118.229.132,212.118.229.135,hosting,US,AS15570 
212.118.229.136,212.118.229.143,hosting,GB,AS15570 
212.118.229.144,212.118.229.159,hosting,US,AS15570 
212.118.229.160,212.118.230.255,hosting,GB,AS15570 
212.118.231.0,212.118.231.127,business,GB,AS15570 
212.118.231.128,212.118.231.255,hosting,GB,AS15570 
212.118.232.0,212.118.232.255,business,GB,AS15570 
212.118.233.0,212.118.233.159,hosting,GB,AS15570 
212.118.233.160,212.118.233.255,hosting,US,AS15570 
212.118.234.0,212.118.234.255,business,US,AS15570 
212.118.235.0,212.118.235.255,business,GB,AS15570 
212.118.236.0,212.118.236.255,hosting,GB,AS15570 
212.118.237.0,212.118.237.255,business,GB,AS15570 
212.118.238.0,212.118.238.127,hosting,GB,AS15570 
212.118.238.128,212.118.238.255,business,GB,AS15570 
212.118.239.0,212.118.239.7,hosting,GB,AS15570 
212.118.239.8,212.118.239.15,hosting,US,AS15570 
212.118.239.16,212.118.239.223,hosting,GB,AS15570 
212.118.239.224,212.118.239.255,hosting,US,AS15570 
212.118.240.0,212.118.242.127,isp,GB,AS15570 
212.118.242.128,212.118.242.239,business,GB,AS15570 
212.118.242.240,212.118.242.247,business,US,AS15570 
212.118.242.248,212.118.242.255,hosting,GB,AS15570 
212.118.243.0,212.118.243.15,business,US,AS15570 
212.118.243.16,212.118.243.23,business,GB,AS15570 
212.118.243.24,212.118.243.63,hosting,GB,AS15570 
212.118.243.64,212.118.243.95,business,US,AS15570 
212.118.243.96,212.118.243.127,business,GB,AS15570 
212.118.243.128,212.118.243.143,business,US,AS15570 
212.118.243.144,212.118.243.159,hosting,GB,AS15570 
212.118.243.160,212.118.243.191,business,US,AS15570 
212.118.243.192,212.118.243.255,business,GB,AS15570 
212.118.244.0,212.118.244.127,hosting,GB,AS15570 
212.118.244.128,212.118.244.175,business,US,AS15570 
212.118.244.176,212.118.244.183,hosting,GB,AS15570 
212.118.244.184,212.118.244.187,business,GB,AS15570 
212.118.244.188,212.118.244.191,education,GB,AS15570 
212.118.244.192,212.118.244.207,business,US,AS15570 
212.118.244.208,212.118.244.215,business,GB,AS15570 
212.118.244.216,212.118.244.255,hosting,GB,AS15570 
212.118.245.0,212.118.245.255,business,US,AS63142 
212.118.246.0,212.118.246.15,business,GB,AS15570 
212.118.246.16,212.118.246.31,hosting,GB,AS15570 
212.118.246.32,212.118.246.63,business,US,AS15570 
212.118.246.64,212.118.246.127,business,GB,AS15570 
212.118.246.128,212.118.246.159,business,US,AS15570 
212.118.246.160,212.118.246.175,hosting,GB,AS15570 
212.118.246.176,212.118.246.223,business,GB,AS15570 
212.118.246.224,212.118.246.255,hosting,GB,AS15570 
212.118.247.0,212.118.247.255,hosting,US,AS19812 
212.118.248.0,212.118.250.7,hosting,GB,AS15570 
212.118.250.8,212.118.250.15,business,US,AS15570 
212.118.250.16,212.118.250.31,hosting,GB,AS15570 
212.118.250.32,212.118.250.39,business,US,AS15570 
212.118.250.40,212.118.250.47,hosting,GB,AS15570 
212.118.250.48,212.118.250.55,business,US,AS15570 
212.118.250.56,212.118.250.95,hosting,GB,AS15570 
212.118.250.96,212.118.250.103,business,GB,AS15570 
212.118.250.104,212.118.250.111,hosting,GB,AS15570 
212.118.250.112,212.118.250.143,business,GB,AS15570 
212.118.250.144,212.118.250.159,business,US,AS15570 
212.118.250.160,212.118.250.191,hosting,GB,AS15570 
212.118.250.192,212.118.250.195,education,GB,AS15570 
212.118.250.196,212.118.250.199,hosting,GB,AS15570 
212.118.250.200,212.118.250.207,business,GB,AS15570 
212.118.250.208,212.118.250.215,business,US,AS15570 
212.118.250.216,212.118.250.223,hosting,GB,AS15570 
212.118.250.224,212.118.250.254,business,GB,AS15570 
212.118.250.255,212.118.250.255,hosting,GB,AS15570 
212.118.251.0,212.118.251.255,business,GB,AS15570 
212.118.252.0,212.118.253.127,business,US,AS15570 
212.118.253.128,212.118.253.231,business,GB,AS15570 
212.118.253.232,212.118.253.239,education,US,AS15570 
212.118.253.240,212.118.253.255,business,US,AS15570 
212.118.254.0,212.118.254.127,business,GB,AS15570 
212.118.254.128,212.118.254.191,hosting,GB,AS15570 
212.118.254.192,212.118.254.255,business,US,AS15570 
212.118.255.0,212.118.255.255,hosting,GB,AS15570 
