143.170.0.0,143.170.77.59,isp,US 
143.170.77.60,143.170.77.63,business,CA 
143.170.77.64,143.170.105.63,isp,US 
143.170.105.64,143.170.105.95,business,US 
143.170.105.96,143.170.107.163,isp,US 
143.170.107.164,143.170.107.167,business,US 
143.170.107.168,143.170.115.143,isp,US 
143.170.115.144,143.170.115.159,business,US 
143.170.115.160,143.170.124.159,isp,US 
143.170.124.160,143.170.124.191,business,US 
143.170.124.192,143.170.130.31,isp,US 
143.170.130.32,143.170.130.39,business,US 
143.170.130.40,143.170.130.255,isp,US 
143.170.131.0,143.170.131.31,business,US 
143.170.131.32,143.170.131.47,isp,US 
143.170.131.48,143.170.131.63,business,CA 
143.170.131.64,143.170.133.127,isp,US 
143.170.133.128,143.170.133.159,business,CA 
143.170.133.160,143.170.168.255,isp,US 
143.170.169.0,143.170.169.15,business,US 
143.170.169.16,143.170.255.255,isp,US 
