64.194.80.48,64.194.80.63,business,US 
64.194.80.64,64.194.80.255,isp,US 
64.194.81.0,64.194.81.63,business,US 
64.194.81.64,64.194.129.255,isp,US 
64.194.130.0,64.194.131.255,business,US 
64.194.132.0,64.194.201.255,isp,US 
64.194.202.0,64.194.202.255,business,US 
64.194.203.0,64.194.206.255,isp,US 
64.194.207.0,64.194.207.255,business,US 
64.194.208.0,64.194.215.255,isp,US 
64.194.216.0,64.194.217.255,business,US 
64.194.218.0,64.194.225.255,isp,US 
64.194.226.0,64.194.226.255,business,US 
64.194.227.0,64.194.229.255,isp,US 
64.194.230.0,64.194.234.255,business,US 
64.194.235.0,64.194.243.255,isp,US 
64.194.244.0,64.194.244.255,business,US 
64.194.245.0,64.194.246.127,isp,US 
64.194.246.128,64.194.246.159,business,US 
64.194.246.160,64.194.247.127,isp,US 
64.194.247.128,64.194.247.255,business,US 
64.194.248.0,64.194.249.63,isp,US 
64.194.249.64,64.194.249.127,business,US 
64.194.249.128,64.194.250.95,isp,US 
64.194.250.96,64.194.250.127,business,US 
64.194.250.128,64.194.250.255,isp,US 
64.194.251.0,64.194.251.63,business,US 
64.194.251.64,64.194.252.255,isp,US 
64.194.253.0,64.194.253.31,business,US 
64.194.253.32,64.194.253.63,isp,US 
64.194.253.64,64.194.253.79,business,US 
64.194.253.80,64.194.253.95,education,US 
64.194.253.96,64.194.255.39,isp,US 
64.194.255.40,64.194.255.47,business,US 
64.194.255.48,64.195.211.255,isp,US 
