41.180.0.0,41.180.127.255,isp,ZA,AS36916 
41.180.128.0,41.180.131.255,isp,US,AS36916 
41.180.132.0,41.180.135.255,isp,AU,AS36916 
41.180.136.0,41.180.139.255,isp,ZA,AS36916 
41.180.140.0,41.180.143.255,isp,IE, 
41.180.144.0,41.180.151.255,isp,AU,AS36916 
41.180.152.0,41.180.155.255,isp,ZA,AS36916 
41.180.156.0,41.180.159.255,isp,IT,AS36916 
41.180.160.0,41.180.163.255,isp,ZA,AS36916 
41.180.164.0,41.180.167.255,business,GB,AS36916 
41.180.168.0,41.180.175.255,isp,ZA,AS36916 
41.180.176.0,41.180.179.255,isp,ZA, 
41.180.180.0,41.180.183.255,isp,ZA,AS36916 
41.180.184.0,41.180.187.255,isp,CA,AS36916 
41.180.188.0,41.180.195.255,isp,ZA,AS36916 
41.180.196.0,41.180.199.255,isp,AU,AS36916 
41.180.200.0,41.180.203.255,isp,ZA, 
41.180.204.0,41.180.223.255,isp,ZA,AS36916 
41.180.224.0,41.180.227.255,isp,GB,AS36916 
41.180.228.0,41.180.231.255,isp,CH,AS36916 
41.180.232.0,41.180.235.255,isp,GB,AS36916 
41.180.236.0,41.180.239.255,isp,AU,AS36916 
41.180.240.0,41.180.247.255,isp,ZA,AS36916 
41.180.248.0,41.180.255.255,hosting,GB,AS36916 
